书名,授权级别,作品类别,本周点击,本月点击,本周更新,本月更新,周推荐票,月推荐票,人次,字数,更新天数
魂之泰斗,签约作品,异界大陆,123,1079,7083,62040,633,2611,9539,728462,176
万古我为王,签约作品,东方玄幻,2,27,10518,92248,0,0,92,203678,9
最强扶弟魔,签约作品,都市生活,22,480,16275,123604,0,0,767,330394,70
封天前传,专属作品,东方玄幻,12,74,8738,21417,0,2,74,15676,1
无生无形,驻站作品,宅系小说,2,36,26,7742,0,0,34,7742,1
末世神器,驻站作品,末世危机,10,10,32707,32707,0,0,1,32707,1
星际迷雾,签约作品,异术超能,12,135,1264,10296,0,0,1736,181047,120
一世独尊,签约作品,西方奇幻,151,12273,10108,92223,0,0,110945,5730302,7
紫珠,驻站作品,奇幻修真,7,24,2597,7983,5,5,24,7983,1
绝品小神医,签约作品,都市生活,120,1472,30840,269714,0,0,121158,9493405,10
超级魔卡御兽师,授权作品,东方玄幻,4,4,4981,4981,0,0,0,2953,1
青云巅峰,驻站作品,都市重生,11,92,9786,81337,0,0,305,409096,3
最强狂兵,签约作品,都市生活,1474,64574,15921,163917,0,539,971055,15091280,18
洪荒：开局一块神级板砖,签约作品,洪荒封神,13,86,18457,203261,0,0,127,258885,32
置局时刻,驻站作品,侦探推理,14,14,6324,6324,2,2,14,6298,1
猎谍,签约作品,谍战特工,808,6501,9108,79723,37,158,131421,2040634,41
守墓禁忌,签约作品,恐怖悬疑,9,90,9065,80925,0,0,108,109222,8
天道天骄,签约作品,西方奇幻,46,918,9397,80077,0,0,94847,10810417,8
特战狂兵,签约作品,都市生活,19,128,6028,33280,0,0,37679,4989101,目前在拼命写作中
请叫我拳王,驻站作品,校园风云,10,15,7894,10237,0,0,15,10235,2
都市王者雷帝,签约作品,都市异能,18,113,7918,57382,67,221,2175,652753,46
村生,授权作品,乡村乡土,5,11,27147,76473,0,0,11,87607,目前在拼命写作中
穿越龙套之异界逆袭手册,驻站作品,东方玄幻,9,9,6850,6850,0,0,9,6850,2
踏星录,签约作品,都市异能,4,22,1242,5295,0,0,664,133667,目前在拼命写作中
万历四十八年,签约作品,历史穿越,31,207,9246,43166,0,0,3562,839924,3
游义侠,驻站作品,古典仙侠,5,23,7173,57239,0,0,87,96671,15
我，从洪荒苟到西游,签约作品,东方玄幻,151,151,6408,6408,0,0,151,6408,2
折叠空间之神,专属作品,萌系小说,69,342,4036,15045,0,0,313,15046,19
从一粒沙开始进化,签约作品,东方玄幻,18,115,8633,51084,0,0,186,105501,1
王莽冢,驻站作品,探险揭秘,7,7,1499,1499,0,0,7,1499,1
洛云天逆天记,签约作品,东方玄幻,44,1179,12430,111912,21,418,1334,247411,76
我的蝶仙室友,驻站作品,魔法校园,7,7,8836,8836,98,98,73,8836,2
幻世圣尊,签约作品,异界大陆,27,237,6461,64258,0,52,427,113546,45
端尾,驻站作品,异界大陆,7,27,6560,30746,0,0,27,30746,6
我的大千世界之仙族篇,驻站作品,异界大陆,4,86,2405,7730,0,0,86,7730,1
被我气哭的女孩子都喜欢我,驻站作品,西方奇幻,11,66,2693,30710,0,0,66,30710,15
本界修仙,驻站作品,异界大陆,2,49,2000,3984,0,0,549,41984,2
网游之血色大陆,驻站作品,虚拟网游,3,56,2862,26993,0,0,56,27023,1
大明：史上最强皇帝,签约作品,历史穿越,153,1261,17031,121983,0,0,6765,531720,35
世界禁书目录,驻站作品,恐怖悬疑,0,0,1705,1705,0,0,0,1705,目前在拼命写作中
重生都市之宇宙无敌大飞哥,驻站作品,都市重生,13,15,4233,4233,0,0,192,4117,2
战巫传奇,签约作品,异界大陆,72,561,9328,93933,104,696,24301,2410326,234
次时空,驻站作品,异界大陆,1,13,5183,36405,0,0,221,180176,65
魔王大人你在哪儿,驻站作品,异世争霸,30,30,10629,10629,3,3,30,10629,3
在下专业抓鬼,驻站作品,民间奇谈,10,27,8622,21265,0,0,27,13535,5
不真实的穿越,驻站作品,历史穿越,13,13,19838,19838,0,0,9,19838,3
水浒真英雄,驻站作品,异世争霸,5,5,2036,2036,0,0,5,2036,1
仙恋之双生劫,签约作品,古典仙侠,50,920,6336,55177,74,297,5193,363846,155
上帝真是女孩,驻站作品,魔法校园,1,5,11727,23417,0,0,45,230108,目前在拼命写作中
梦回唐朝之林云,专属作品,东方玄幻,8,16,9798,15754,0,0,26,15694,5
神明是怎样炼成的,驻站作品,异术超能,5,5,6108,6108,0,0,5,6108,2
众星之源,驻站作品,异界大陆,3,10,2077,6288,0,0,10,6288,1
我离你究竟有多远,驻站作品,爆笑幽默,4,4,2246,2246,0,0,4,2246,目前在拼命写作中
灵叔历险记,驻站作品,游戏异界,7,12,7875,9901,0,0,12,9901,4
埋葬者,驻站作品,东方玄幻,3,16,9667,39636,0,0,108,151562,3
星界古神,驻站作品,异界大陆,4,24,7677,22167,0,0,24,22167,7
镇国天师,驻站作品,都市异能,44,68,23490,61267,21,21,68,46202,7
末日帝国之雇佣兵,驻站作品,末世危机,9,35,12247,78668,0,0,257,370779,1
都市赘婿之我是杀手,驻站作品,都市生活,15,15,4389,4389,1,1,15,4389,2
万界侵入时代,驻站作品,东方玄幻,4,27,8786,36738,0,0,27,30243,7
溯洄洪荒,驻站作品,东方玄幻,4,4,3018,3018,0,0,4,3018,1
惊魂风云,驻站作品,校园风云,5,16,1889,7713,0,0,16,7696,1
赘婿之我真的只是个普通人,驻站作品,都市异能,4,4,995,995,0,0,4,995,目前在拼命写作中
赘婿之我真的只是个普通人,驻站作品,都市异能,4,4,995,995,0,0,4,995,目前在拼命写作中
最强第二,专属作品,异世争霸,7,60,8696,86837,0,0,60,86837,25
天地乩,签约作品,东方玄幻,1,14,3730,6838,0,0,3182,269282,1
至尊龙帅,驻站作品,都市生活,5,5,2265,2265,0,0,5,2265,1
在异世修仙做莲花神帝,签约作品,异界大陆,26,275,18932,125164,1,8,365,202243,40
异荒之我为神兽,驻站作品,异界大陆,3,26,4078,38722,0,0,26,38722,1
因缘而逢,专属作品,东方玄幻,1,20,2273,34666,0,21,70,43965,1
朝九晚五：我为西游操碎心,签约作品,东方玄幻,9,51,6013,28235,7,14,51,28235,6
半生为人,授权作品,现实题材,13,28,5185,21699,0,0,28,21117,7
我的奇幻世界之尘封的真相,驻站作品,游戏异界,4,10,5705,11721,0,0,10,11721,目前在拼命写作中
戮中情,签约作品,谍战特工,16,44,6205,18951,28,75,281,64514,9
末时劫难,驻站作品,古武机甲,5,8,1385,2381,0,0,8,2381,目前在拼命写作中
血之起,驻站作品,西方奇幻,3,14,5900,11809,0,0,14,11809,3
我，天庭收租大佬！,签约作品,都市异能,135,1456,17216,135090,4,240,1659,244905,41
谢邀！高考弃权，我已成神,签约作品,游戏异界,18,112,12704,78676,0,1,112,78674,10
落樱之决,签约作品,异界大陆,1,8,3259,26818,0,0,1071,837675,目前在拼命写作中
万宙神帝,驻站作品,现代修真,14,21,3412,4852,1,1,21,4852,1
谢冬阳传,驻站作品,东方玄幻,4,40,4137,29685,0,0,133,101353,1
潜藏者,驻站作品,都市激战,168,515,5139,15159,31,60,515,15159,6
带着华夏群雄争天下,驻站作品,异世争霸,10,10,6562,6562,0,0,10,6644,3
竹杖过江湖,签约作品,虚拟网游,23,157,22031,141151,0,0,1288,546446,2
史上最强大师兄,签约作品,古典仙侠,258,4226,12851,140880,0,0,9143,879464,目前在拼命写作中
我老婆是天后,签约作品,都市重生,18,186,3096,49652,0,0,2158,302050,1
闲谈西游记,驻站作品,东方玄幻,2,18,5736,40395,0,0,52,96975,4
从魔尊开始统治世界,签约作品,现代异侠,40,855,6149,94191,0,0,10762,529010,2
三天龙书,签约作品,东方玄幻,120,346,10919,67725,63,266,1782,300074,3
易天断世,授权作品,异界大陆,0,4,3101,15504,0,0,92,85952,1
镇国战神奶爸,签约作品,都市生活,68,928,6320,130653,0,0,1122,229302,10
当饥荒没有系统,授权作品,游戏异界,3,29,6253,41300,0,0,69,95766,1
仙之涯,驻站作品,异界大陆,3,9,21437,83677,0,0,9,83507,1
我拥有亿万天赋,签约作品,都市异能,16,281,24309,169582,0,0,465,341189,28
我的魔鬼棋盘之旅,驻站作品,探险揭秘,5,5,30348,30348,0,0,5,30348,1
神罪之沐,驻站作品,异界大陆,18,72,3744,27775,3,3,266,68750,1
漫威女英雄时代,专属作品,男生同人,7,7,6997,6997,0,0,7,6997,1
地城炼金师,驻站作品,西方奇幻,17,277,4504,53656,1,9,335,64580,1
一念入凡,驻站作品,东方玄幻,47,96,12293,38251,6,6,96,38275,9
星陨录,驻站作品,奇幻修真,4,4,6381,6381,0,0,4,6381,1
天才系统之我真无敌了,签约作品,都市生活,18,210,27283,218056,0,0,6749,748089,135
佣兵传记之华夏佣兵,驻站作品,战争幻想,7,80,6246,56566,0,0,80,56570,15
欢迎来到王权至上的世界,驻站作品,异界大陆,5,21,6620,22944,0,0,19,22950,8
重修升级之路,签约作品,现代修真,27,231,9932,116228,0,337,4831,1670968,48
魔之初始回头无岸,驻站作品,奇幻修真,2,13,4704,12897,0,0,13,12897,1
抗战之杀敌就爆装,签约作品,战争幻想,43,261,18612,151008,3,9,448,234394,51
网游从野怪进化成最强反派,专属作品,虚拟网游,6,6,2138,2138,0,0,6,2138,目前在拼命写作中
无限之河神,驻站作品,进化变异,9,9,6430,6430,0,0,9,6430,3
末世纪造神,签约作品,异界大陆,2,24,6293,40964,0,0,3322,1055235,2
主神逼我玩游戏,驻站作品,游戏异界,6,34,2656,34869,0,0,34,36257,1
梦魅之足球少年,专属作品,男生同人,5,19,2149,4298,0,0,19,2149,目前在拼命写作中
永夜行,驻站作品,异术超能,9,46,2012,66390,0,0,54,91387,目前在拼命写作中
神迹之修仙狂徒,驻站作品,东方玄幻,2,8,6361,15119,0,0,8,15119,目前在拼命写作中
三国之献帝无双,签约作品,历史穿越,10,504,14740,131795,0,0,1456,312349,10
神魔女帝,驻站作品,传统武侠,12,12,4226,4226,0,0,12,4226,2
顶级女星的全能赘婿,签约作品,都市生活,33,271,12271,100012,9,42,537,188997,56
王子传说,驻站作品,奇幻修真,6,29,10335,72986,0,0,29,73401,8
仙尘梦语,驻站作品,都市异能,12,12,8657,8657,0,0,12,8657,2
都市重生战神,驻站作品,都市异能,6,14,32847,53670,0,0,14,53670,4
大秦我来救你了,驻站作品,历史穿越,12,12,6063,6063,0,0,0,6365,1
我穿越成小说反派,签约作品,东方玄幻,16,102,14047,121094,0,0,117,138997,28
海帕异世之救世,签约作品,异世争霸,3,13,1883,9846,0,0,74,38709,1
重生之巅峰投资,签约作品,都市重生,54,255,13662,106599,1,14,255,103537,24
玄机大陆之凛冬降临,驻站作品,东方玄幻,6,6,3298,3298,0,0,6,3426,1
凌天之境,驻站作品,异界大陆,4,36,6361,97656,0,35,91,201047,50
我被厄运缠身了,驻站作品,都市生活,13,47,8947,31333,0,0,47,17649,2
玄幻：我真没想吃软饭啊,专属作品,东方玄幻,18,18,6936,6936,0,0,18,6936,1
定罪者,驻站作品,探险揭秘,8,8,4224,4224,0,0,8,4224,1
斗罗大陆之神界之争,驻站作品,异界大陆,11,27,6475,8956,0,0,27,8927,1
魔窑,驻站作品,恐怖悬疑,11,69,7440,51726,0,1,69,14878,3
我竟然是富二代,签约作品,都市生活,500,4890,25039,166106,55,146,1377935,3777065,2
腹黑风流小道士,签约作品,都市异能,11,97,6078,53581,0,0,352,259978,53
宿舍里的友谊,驻站作品,都市生活,1,26,1720,6512,7,7,40,12107,1
股殇,专属作品,现实题材,23,209,5819,42795,2,15,254,56536,20
四号别墅,签约作品,恐怖悬疑,10,41,3021,3021,0,0,15679,862375,目前在拼命写作中
预见还是遇见,驻站作品,男生同人,5,5,1592,1592,0,0,5,1592,1
神医农民在都市,驻站作品,都市异能,18,35,6338,17387,0,0,30,17463,6
苍翼学院,驻站作品,异界大陆,3,3,33564,33564,0,0,3,33564,1
万年古帝,驻站作品,东方玄幻,7,12,3771,6109,0,0,9,6896,1
极光耀天,授权作品,历史传奇,52,356,2675,28578,56,296,3833,271553,1
我居然会变成二哈,专属作品,爆笑幽默,8,23,2215,4508,0,0,79,18200,1
乾坤天地诀,驻站作品,东方玄幻,12,12,6810,6810,0,0,12,6810,1
我成了前女友的上门姐夫,签约作品,现实题材,91,944,21145,191455,0,70,54416,1814520,136
意识场,专属作品,未来幻想,10,53,15363,67006,13,14,50,67006,10
我怕是个假神尊,授权作品,异界大陆,1,12,6552,56680,0,0,110,196723,65
凡人终死,驻站作品,东方玄幻,1,24,5927,68951,0,0,63,119274,46
二土半生,驻站作品,现实题材,1,27,4867,43173,0,0,27,43173,10
洪荒：开局鸿钧送大礼,驻站作品,东方玄幻,10,10,5445,5445,0,0,10,5445,1
仙帝忘尘,签约作品,东方玄幻,46,331,32622,285366,89,330,79345,957404,53
我的分身是大佬,驻站作品,东方玄幻,5,5,11520,11520,0,0,5,11520,1
半面神,驻站作品,东方玄幻,6,30,7709,38958,0,0,30,40534,2
第三个日夜,专属作品,东方玄幻,1,5,473,473,0,0,1821,53698,1
开天末史,驻站作品,东方玄幻,0,4,11035,25697,0,0,21,89755,3
乱魔盤,专属作品,未来幻想,16,19,6348,8436,0,0,19,8438,4
囚禁鸟,驻站作品,时空穿梭,1,8,7950,10913,0,0,31,69654,3
破封魂兽,驻站作品,灵魂转换,5,11,3211,6820,0,0,5103,575896,目前在拼命写作中
火影：我宁次永不下线,驻站作品,男生同人,7,7,2027,2027,0,0,7,2027,目前在拼命写作中
至尊大皇帝,驻站作品,异世争霸,8,53,7320,57191,0,0,142,127087,29
刀欲横天,专属作品,奇幻修真,2,33,4688,50383,0,0,49,74814,1
穿越至现代的侠客高手,签约作品,古武机甲,6,61,10656,114492,0,0,118,278348,38
请龙吟之天下第一帮,签约作品,历史武侠,11,121,9104,78773,0,0,1285,597334,114
天堂101,驻站作品,星际战争,8,8,3460,3460,0,0,8,3460,2
开局败光十个亿,专属作品,都市异能,7,31,18769,81769,0,0,25,81712,13
降兽魔神,签约作品,异世争霸,20,596,3935,35177,17,62,2531,104368,目前在拼命写作中
仙家第一备胎,驻站作品,古典仙侠,3,195,6683,89270,7,299,463,31450,65
重生医武赘婿,签约作品,都市激战,33,350,12156,141463,0,0,4533,3094301,9
极品透视医仙,签约作品,都市激战,412,1888,14355,115005,0,0,7447,2503788,182
假南游之增删版,授权作品,传统武侠,2,9,6698,20536,0,0,140,312066,1
天荒玄鉴,签约作品,异界大陆,4,16,2168,8527,0,0,4924,1017967,目前在拼命写作中
我明明很弱却不死,专属作品,魔法校园,5,27,6491,31565,0,0,27,31565,11
虚无缥缈之旅,驻站作品,时空穿梭,0,5,10051,10051,0,0,986,16005,目前在拼命写作中
王牌贴身高手,签约作品,都市激战,47,743,17172,71092,0,0,10684,3630202,1
首富：从捡破烂开始,签约作品,都市生活,160,649,16202,103189,0,0,6819,417492,13
异界之苍白召唤者,驻站作品,游戏异界,2,52,9477,61989,0,0,52,61989,12
北地虎啸,驻站作品,东方玄幻,10,25,8793,32416,0,0,25,32416,3
waster of Medicine,驻站作品,都市生活,8,59,38485,331378,2,2,184,698337,56
苍穹诀,签约作品,东方玄幻,91,891,9098,78935,0,7,37798,2099396,155
千魔谱,驻站作品,都市异能,4,9,7083,9356,0,0,9,9391,3
共存空间,驻站作品,异术超能,7,20,12040,49862,0,0,20,51840,10
开局一把UZI,签约作品,游戏异界,35,440,17264,129766,0,0,2925,416604,74
痴心愿记取,驻站作品,都市生活,6,49,18514,99536,0,0,49,99536,25
每晚一个黑暗小故事,驻站作品,都市生活,12,12,16536,16536,0,0,12,19231,1
悲夕忆旧,驻站作品,现实题材,2,7,1639,1639,0,0,315,43179,目前在拼命写作中
悲夕忆旧,驻站作品,现实题材,2,7,1639,1639,0,0,315,43179,目前在拼命写作中
世界以外,驻站作品,西方奇幻,3,19,2667,16692,0,0,19,16674,目前在拼命写作中
遗落荒原,驻站作品,末世危机,3,3,29080,29080,0,0,3,13183,目前在拼命写作中
佣兵1929,签约作品,历史穿越,48,346,6196,54609,21,91,1182,276354,90
苍溪之战,驻站作品,异界大陆,3,3,966,966,0,0,3,966,1
我在三界收破烂,签约作品,都市异能,146,1281,12290,151187,9,41,29720,1063835,171
健忘少年也想谈恋爱,驻站作品,魔法校园,5,19,8723,16239,0,0,19,16118,1
世界逍遥游,驻站作品,西方奇幻,4,13,5088,20100,0,0,77,22162,1
都市无敌奶爸,签约作品,都市异能,17,126,12586,108269,0,0,5430,753368,177
陈老师的无悔青春,驻站作品,都市重生,15,35,8831,22362,0,0,35,22441,8
穿越乱世之仙道阵灵,专属作品,异界大陆,2,16,12981,113293,0,0,89,291156,60
另一个我在废土,驻站作品,末世危机,15,15,8993,8993,0,0,15,8993,3
天地造法,驻站作品,异界大陆,7,7,12725,12725,0,0,7,12725,2
最佳女婿.,签约作品,都市重生,103,4421,16412,106644,0,0,17527,2124229,5
我才是豪门,签约作品,都市重生,57,654,12737,156507,0,0,6523,3274081,1
烦人的升仙传,签约作品,奇幻修真,2,100,6235,81067,0,0,107,213854,2
人间长生,驻站作品,异界大陆,0,12,2101,10682,0,0,12,10682,1
日月星辰行其纪,驻站作品,古典仙侠,4,21,8030,21093,0,0,21,21091,8
八贤王传奇,驻站作品,历史穿越,11,37,117400,143214,0,0,58,168223,目前在拼命写作中
西游之幕后大BOSS,签约作品,东方玄幻,100,900,13826,127928,0,7,2931,486400,105
绝地求生之签到神技能,签约作品,电子竞技,13,99,12013,52368,0,0,125,60579,9
死神与天使的合作,专属作品,宅系小说,24,24,10949,10949,0,0,24,5111,2
以剑叩天,驻站作品,东方玄幻,4,16,6136,16526,0,0,16,16526,6
军魂永驻魅力大理,驻站作品,军旅生涯,9,28,3694,9845,0,0,28,9845,6
阴阳玉剑,驻站作品,民间奇谈,4,41,2108,43331,0,0,61,125991,1
为诸天世界献上忍术,专属作品,男生同人,11,34,8916,23565,7,14,40,8916,2
斗龙战士之爱的守护,驻站作品,男生同人,6,7,4,4,0,0,1064,4,1
战神沐英,驻站作品,历史传奇,83,348,15356,149783,238,878,348,149907,25
霸狱破天,驻站作品,异世争霸,5,19,6483,17120,0,0,19,15019,7
从士兵突击开始崛起,签约作品,军旅生涯,207,519,16010,99788,0,0,767,185789,36
外门弟子当掌门,驻站作品,东方玄幻,27,58,12951,24906,13,20,58,26012,6
原来你没有我强,驻站作品,异世争霸,2,11,127,24924,0,0,11,24924,1
九辰大陆之创造,签约作品,异世争霸,3,28,6861,28143,0,0,850,385836,3
银河浩劫,驻站作品,西方奇幻,4,4,10787,10787,0,0,4,10787,1
天命风水师,专属作品,都市生活,11,41,6294,28167,0,0,41,28167,5
我抚仙人顶,驻站作品,东方玄幻,6,33,603,8404,0,0,157,77905,82
平行世界中的我们,驻站作品,时空穿梭,3,19,6474,40314,0,0,19,25484,7
抗战之铁血战神,签约作品,战争幻想,207,1419,12252,130286,28,158,5111,418387,87
画妻,签约作品,历史武侠,12,93,7898,94688,15,52,195,241858,目前在拼命写作中
无限之杀戮空间,专属作品,时空穿梭,6,6,7707,7707,0,0,6,7707,目前在拼命写作中
江湖有常,驻站作品,探险揭秘,2,8,6056,30643,0,0,43,88946,目前在拼命写作中
